PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Deck,FamilySize,FsizeD,NameLength,NlengthD,Title,TicketNumber
369,1,3,"Jermyn, Miss. Annie",0,-0.5693810317550315,0,0,14313,-0.49237782784290063,,1,8,1,1,19,3,1,14313.0
370,1,1,"Aubart, Mme. Leontine Pauline",0,-0.4155102234100285,0,0,PC 17477,0.7469121684912956,B35,0,1,1,1,29,2,3,17477.0
371,1,1,"Harder, Mr. George Achilles",1,-0.3428010404944926,1,0,11765,0.4678796330534696,E50,0,4,2,2,27,2,2,11765.0
372,0,3,"Wiklund, Mr. Jakob Alfred",1,-0.8517653209032442,1,0,3101267,-0.5176307525123133,,2,8,2,2,25,2,2,3101267.0
373,0,3,"Beavan, Mr. William Thomas",1,-0.7790561379877082,0,0,323951,-0.4863374216869257,,2,8,1,1,26,2,2,323951.0
374,0,1,"Ringhini, Mr. Sante",1,-0.5609285892411005,0,0,PC 17760,2.0825124140450755,,0,8,1,1,19,3,2,17760.0
375,0,3,"Palsson, Miss. Stina Viola",0,-1.942403064636283,3,1,349909,-0.22408312108167944,,2,8,5,0,26,2,1,349909.0
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,0.9475324741160657,1,0,PC 17604,1.0060617003323709,,0,8,2,2,37,2,3,17604.0
377,1,3,"Landergren, Miss. Aurora Adelia",0,-0.5609285892411005,0,0,C 7077,-0.5024451714361923,,2,8,1,1,31,2,1,7077.0
378,0,1,"Widener, Mr. Harry Elkins",1,-0.1973826746634207,0,2,113503,3.610064686423428,C82,0,2,3,2,25,2,2,113503.0
379,0,3,"Betros, Mr. Tannous",1,-0.7063469550721723,0,0,2648,-0.5676312212027554,,0,8,1,1,19,3,2,2648.0
380,0,3,"Gustafsson, Mr. Karl Gideon",1,-0.7790561379877082,0,0,347069,-0.4918744606632361,,2,8,1,1,27,2,2,347069.0
381,1,1,"Bidois, Miss. Rosalie",0,0.8932550690696183,0,0,PC 17757,3.9327230485884233,,0,8,1,1,21,2,1,17757.0
382,1,3,"Nakid, Miss. Maria (""Mary"")",0,-2.0878214304673555,0,2,2653,-0.33146744825388363,,0,8,3,2,27,2,1,2653.0
383,0,3,"Tikkanen, Mr. Juho",1,0.166163239914259,0,0,STON/O 2. 3101293,-0.4888542575852486,,2,8,1,1,18,3,2,3101293.0
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,0.38429078866086674,1,0,113789,0.39858208016340624,,2,8,2,2,51,0,3,113789.0
385,0,3,"Plotcharsky, Mr. Vasil",1,-0.3149897780293001,0,0,349227,-0.4894421904510968,,2,8,1,1,22,2,2,349227.0
386,0,2,"Davies, Mr. Charles Henry",1,-0.8517653209032442,0,0,S.O.C. 14879,0.8314778546749452,,2,8,1,1,25,2,2,14879.0
387,0,3,"Goodwin, Master. Sidney Leonard",1,-2.0878214304673555,5,2,CA 2144,0.2958951755118318,,2,8,8,0,31,2,0,2144.0
388,1,2,"Buss, Miss. Kate",0,0.4569999715764027,0,0,27849,-0.3866707201133388,,2,8,1,1,16,3,1,27849.0
389,0,3,"Sadlier, Mr. Matthew",1,0.9827600732386431,0,0,367655,-0.49279662933638163,,1,8,1,1,20,3,2,367655.0
390,1,2,"Lehmann, Miss. Bertha",0,-0.92447450381878,0,0,SC 1748,-0.40680540729992204,,0,8,1,1,21,2,1,1748.0
391,1,1,"Carter, Mr. William Ernest",1,0.4569999715764027,1,2,113760,1.7677408088510642,B96 B98,2,1,4,2,26,2,2,113760.0
392,1,3,"Jansson, Mr. Carl Olof",1,-0.6336377721566364,0,0,350034,-0.49145565916975514,,2,8,1,1,22,2,2,350034.0
393,0,3,"Gustafsson, Mr. Johan Birger",1,-0.12467349174788478,2,0,3101277,-0.4888542575852486,,2,8,3,2,28,2,2,3101277.0
394,1,1,"Newell, Miss. Marjorie",0,-0.4882194063255645,1,0,35273,1.6323350375212924,D36,0,3,2,2,22,2,1,35273.0
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,-0.4155102234100285,0,2,PP 9549,-0.312172377522981,G6,2,6,3,2,51,0,3,9549.0
396,0,3,"Johansson, Mr. Erik",1,-0.5609285892411005,0,0,350052,-0.49145565916975514,,2,8,1,1,19,3,2,350052.0
397,0,3,"Olsson, Miss. Elina",0,0.09345405699872303,0,0,350407,-0.4902797934380587,,2,8,1,1,19,3,1,350407.0
398,0,2,"McKane, Mr. Peter David",1,1.1840918007317622,0,0,28403,-0.12491978668775715,,2,8,1,1,23,2,2,28403.0
399,0,2,"Pain, Dr. Alfred",1,-0.4882194063255645,0,0,244278,-0.43700743807979686,,2,8,1,1,16,3,4,244278.0
400,1,2,"Trout, Mrs. William H (Jessie L)",0,-0.12467349174788478,0,0,240929,-0.393717860628643,,2,8,1,1,32,2,3,240929.0
401,1,3,"Niskanen, Mr. Juha",1,0.6751275203230105,0,0,STON/O 2. 3101289,-0.4888542575852486,,2,8,1,1,18,3,2,3101289.0
402,0,3,"Adams, Mr. John",1,-0.2700918575789567,0,0,341826,-0.4863374216869257,,2,8,1,1,15,3,2,341826.0
403,0,3,"Jussila, Miss. Mari Aina",0,-0.6336377721566364,1,0,4137,-0.4505983519307405,,2,8,2,2,24,2,1,4137.0
404,0,3,"Hakkarainen, Mr. Pekka Pietari",1,-0.12467349174788478,1,0,STON/O2. 3101279,-0.32928686163157667,,2,8,2,2,30,2,2,3101279.0
405,0,3,"Oreskovic, Miss. Marija",0,-0.7063469550721723,0,0,315096,-0.47400492578514347,,2,8,1,1,23,2,1,315096.0
406,0,2,"Gale, Mr. Shadrach",1,0.31158160574533084,1,0,28664,-0.22559322262067316,,2,8,2,2,18,3,2,28664.0
407,0,3,"Widegren, Mr. Carl/Charles Peter",1,1.5476377153094418,0,0,347064,-0.49237782784290063,,2,8,1,1,32,2,2,347064.0
408,1,2,"Richards, Master. William Rowe",1,-1.942403064636283,1,1,29106,-0.2708962687904854,,2,8,3,2,30,2,0,29106.0
409,0,3,"Birkeland, Mr. Hans Martin Monsen",1,-0.6336377721566364,0,0,312992,-0.4918744606632361,,2,8,1,1,33,2,2,312992.0
410,0,3,"Lefebre, Miss. Ida",0,-1.529948591078639,3,1,4133,-0.13565761536436197,,2,8,5,0,18,3,1,4133.0
411,0,3,"Sdycoff, Mr. Todor",1,-0.39002565479813317,0,0,349222,-0.4894421904510968,,2,8,1,1,18,3,2,349222.0
412,0,3,"Hart, Mr. Henry",1,0.26467812366623344,0,0,394140,-0.5103319284071769,,1,8,1,1,15,3,2,394140.0
413,1,1,"Minahan, Miss. Daisy E",0,0.23887242282979493,1,0,19928,1.163700193253568,C78,1,2,2,2,22,2,1,19928.0
414,0,2,"Cunningham, Mr. Alfred Fleming",1,0.17128439003094326,0,0,239853,-0.6484216535389205,,2,8,1,1,30,2,2,239853.0
415,1,3,"Sundman, Mr. Johan Julian",1,1.0386734349006903,0,0,STON/O 2. 3101269,-0.4888542575852486,,2,8,1,1,25,2,2,3101269.0
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,0.31265406619333497,0,0,343095,-0.4863374216869257,,2,8,1,1,39,2,3,343095.0
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0,0.31158160574533084,1,1,28220,0.005955680025033683,,2,8,3,2,47,0,3,28220.0
418,1,2,"Silven, Miss. Lyyli Karoliina",0,-0.8517653209032442,0,2,250652,-0.3866707201133388,,2,8,3,2,29,2,1,250652.0
419,0,2,"Matthews, Mr. William John",1,0.020744874083187096,0,0,28228,-0.3866707201133388,,2,8,1,1,26,2,2,28228.0
420,0,3,"Van Impe, Miss. Catharina",0,-1.4334387842275316,0,2,345773,-0.1621689579829361,,2,8,3,2,25,2,1,345773.0
421,0,3,"Gheorgheff, Mr. Stanio",1,0.03423242751401908,0,0,349254,-0.4894421904510968,,0,8,1,1,22,2,2,349254.0
422,0,3,"Charters, Mr. David",1,-0.6336377721566364,0,0,A/5. 13032,-0.49271407711891657,,1,8,1,1,19,3,2,13032.0
423,0,3,"Zimmerman, Mr. Leo",1,-0.05196430883234885,0,0,315082,-0.4898609919445778,,2,8,1,1,18,3,2,315082.0
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,-0.12467349174788478,1,1,347080,-0.35848215805212236,,2,8,3,2,54,0,3,347080.0
425,0,3,"Rosblom, Mr. Viktor Richard",1,-0.8517653209032442,1,1,370129,-0.2414492887801075,,2,8,3,2,27,2,2,370129.0
426,0,3,"Wiseman, Mr. Phillippe",1,-0.3811908831640381,0,0,A/4. 34244,-0.5024451714361923,,2,8,1,1,22,2,2,34244.0
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,-0.12467349174788478,1,0,2003,-0.12491978668775715,,2,8,2,2,43,0,3,2003.0
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,-0.7790561379877082,0,0,250655,-0.12491978668775715,,2,8,1,1,67,1,1,250655.0
429,0,3,"Flynn, Mr. James",1,1.387204903206312,0,0,364851,-0.49237782784290063,,1,8,1,1,16,3,2,364851.0
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",1,0.166163239914259,0,0,SOTON/O.Q. 392078,-0.4863374216869257,E10,2,4,1,1,34,2,2,392078.0
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,-0.12467349174788478,0,0,110564,-0.11384570873513637,C52,2,2,1,1,41,0,2,110564.0
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,-0.1614098064159593,1,0,376564,-0.32425318983493084,,2,8,2,2,49,0,3,376564.0
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,0.8932550690696183,1,0,SC/AH 3085,-0.12491978668775715,,2,8,2,2,51,0,3,3085.0
434,0,3,"Kallio, Mr. Nikolai Erland",1,-0.92447450381878,0,0,STON/O 2. 3101274,-0.5049620073345151,,2,8,1,1,26,2,2,3101274.0
435,0,1,"Silvey, Mr. William Baird",1,1.4749285323939059,1,0,13507,0.4771073601910807,E44,2,4,2,2,25,2,2,13507.0
436,1,1,"Carter, Miss. Lucile Polk",0,-1.142602052565388,1,2,113760,1.7677408088510642,B96 B98,2,1,4,2,25,2,1,113760.0
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",0,-0.6336377721566364,2,2,W./C. 6608,0.04370821849987719,,2,8,5,0,36,2,1,6608.0
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",0,-0.4155102234100285,2,3,29106,-0.2708962687904854,,2,8,6,0,37,2,3,29106.0
439,0,1,"Fortune, Mr. Mark",1,2.492857093211409,1,4,19950,4.647001076532463,C23 C25 C27,2,2,6,0,17,3,2,19950.0
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",1,0.09345405699872303,0,0,C.A. 18723,-0.43700743807979686,,2,8,1,1,38,2,2,18723.0
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0,1.1113826178162263,1,1,F.C.C. 13529,-0.11988611489111134,,2,8,3,2,43,0,3,13529.0
442,0,3,"Hampe, Mr. Leon",1,-0.7063469550721723,0,0,345769,-0.45714212526638004,,2,8,1,1,15,3,2,345769.0
443,0,3,"Petterson, Mr. Johan Emil",1,-0.3428010404944926,1,0,347076,-0.4918744606632361,,2,8,2,2,25,2,2,347076.0
444,1,2,"Reynaldo, Ms. Encarnacion",0,-0.12467349174788478,0,0,230434,-0.3866707201133388,,2,8,1,1,25,2,1,230434.0
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",1,-0.2951219937976298,0,0,65306,-0.48507900373776425,,2,8,1,1,33,2,2,65306.0
446,1,1,"Dodge, Master. Washington",1,-1.8696938817207471,0,2,33638,0.9997696105865636,A34,2,0,3,2,25,2,0,33638.0
447,1,2,"Mellinger, Miss. Madeleine Violet",0,-1.2153112354809237,0,1,250644,-0.255795253400548,,2,8,2,2,33,2,1,250644.0
448,1,1,"Seward, Mr. Frederic Kimber",1,0.31158160574533084,0,0,113794,-0.11384570873513637,,2,8,1,1,27,2,2,113794.0
449,1,3,"Baclini, Miss. Marie Catherine",0,-1.7969846988052112,2,1,2666,-0.26066180729354516,,0,8,4,2,30,2,1,2666.0
450,1,1,"Peuchen, Major. Arthur Godfrey",1,1.6203468982249778,0,0,113786,-0.03431369434813274,C104,2,2,1,1,30,2,4,113786.0
451,0,2,"West, Mr. Edwy Arthur",1,0.4569999715764027,1,2,C.A. 34651,-0.08968408411123653,,2,8,4,2,21,2,2,34651.0
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",1,-0.36590438336590414,1,0,65303,-0.2463983948905696,,2,8,2,2,31,2,2,65303.0
453,0,1,"Foreman, Mr. Benjamin Laventall",1,0.020744874083187096,0,0,113051,-0.08968408411123653,C111,0,2,1,1,31,2,2,113051.0
454,1,1,"Goldenberg, Mr. Samuel L",1,1.4022193494783701,1,0,17453,1.145663540471827,C92,0,2,2,2,24,2,2,17453.0
455,0,3,"Peduzzi, Mr. Joseph",1,-0.027288629880388802,0,0,A/5 2817,-0.4863374216869257,,2,8,1,1,19,3,2,2817.0
456,1,3,"Jalsevac, Mr. Ivan",1,-0.05196430883234885,0,0,349240,-0.4894421904510968,,0,8,1,1,18,3,2,349240.0
457,0,1,"Millet, Mr. Francis Davis",1,2.565566276126945,0,0,13509,-0.11384570873513637,E38,2,4,1,1,25,2,2,13509.0
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",0,1.0669573070548342,1,0,17464,0.395813560675251,D21,2,3,2,2,33,2,3,17464.0
459,1,2,"Toomey, Miss. Ellen",0,1.4749285323939059,0,0,F.C.C. 13531,-0.43700743807979686,,2,8,1,1,19,3,1,13531.0
460,0,3,"O'Connor, Mr. Maurice",1,0.6964494882129915,0,0,371060,-0.49237782784290063,,1,8,1,1,21,2,2,371060.0
461,1,1,"Anderson, Mr. Harry",1,1.3295101665628342,0,0,19952,-0.11384570873513637,E12,2,4,1,1,19,3,2,19952.0
462,0,3,"Morley, Mr. William",1,0.31158160574533084,0,0,364506,-0.4863374216869257,,2,8,1,1,19,3,2,364506.0
463,0,1,"Gee, Mr. Arthur H",1,1.2568009836472982,0,0,111320,0.12676380314453292,E63,2,4,1,1,17,3,2,111320.0
464,0,2,"Milling, Mr. Jacob Christian",1,1.3295101665628342,0,0,234360,-0.3866707201133388,,2,8,1,1,28,2,2,234360.0
465,0,3,"Maisner, Mr. Simon",1,0.10893505386115603,0,0,A/S 2816,-0.4863374216869257,,2,8,1,1,18,3,2,2816.0
466,0,3,"Goncalves, Mr. Manuel Estanslas",1,0.6024183374074746,0,0,SOTON/O.Q. 3101306,-0.5064721088735089,,2,8,1,1,31,2,2,3101306.0
467,0,2,"Campbell, Mr. William",1,0.7013464516823517,0,0,239853,-0.6484216535389205,,2,8,1,1,21,2,2,239853.0
468,0,1,"Smart, Mr. John Montgomery",1,1.9111836298871214,0,0,113792,-0.11384570873513637,,2,8,1,1,26,2,2,113792.0
469,0,3,"Scanlan, Mr. James",1,0.12347689044426341,0,0,36209,-0.4928811950225652,,1,8,1,1,18,3,2,36209.0
470,1,3,"Baclini, Miss. Helene Barbara",0,-2.105998726196239,2,1,2666,-0.26066180729354516,,0,8,4,2,29,2,1,2666.0
471,0,3,"Keefe, Mr. Arthur",1,0.4190379012663436,0,0,323592,-0.5024451714361923,,2,8,1,1,17,3,2,323592.0
472,0,3,"Cacic, Mr. Luka",1,0.6024183374074746,0,0,315089,-0.47400492578514347,,2,8,1,1,15,3,2,315089.0
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0,0.23887242282979493,1,2,C.A. 34651,-0.08968408411123653,,2,8,4,2,39,2,3,34651.0
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,-0.4882194063255645,0,0,SC/AH Basle 541,-0.3707300882677209,D,0,3,1,1,44,0,3,541.0
475,0,3,"Strandberg, Miss. Ida Sofia",0,-0.5609285892411005,0,0,7553,-0.45034666834090825,,2,8,1,1,27,2,1,7553.0
476,0,1,"Clifford, Mr. George Quincy",1,1.1283783893227328,0,0,110465,0.39858208016340624,A14,2,0,1,1,27,2,2,110465.0
477,0,2,"Renouf, Mr. Peter Henry",1,0.31158160574533084,1,0,31027,-0.22559322262067316,,2,8,2,2,23,2,2,31027.0
478,0,3,"Braund, Mr. Lewis Richard",1,-0.05196430883234885,1,0,3460,-0.5065566745596926,,2,8,2,2,25,2,2,3460.0
479,0,3,"Karlsson, Mr. Nils August",1,-0.5609285892411005,0,0,350060,-0.4969926981460655,,2,8,1,1,25,2,2,350060.0
480,1,3,"Hirvonen, Miss. Hildur E",0,-2.0151122475518193,0,1,3101298,-0.4010166847337793,,2,8,2,2,24,2,1,3101298.0
481,0,3,"Goodwin, Master. Harold Victor",1,-1.5061479671430675,5,2,CA 2144,0.2958951755118318,,2,8,8,0,30,2,0,2144.0
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",1,0.22670696470831064,0,0,239854,-0.6484216535389205,,2,8,1,1,32,2,2,239854.0
483,0,3,"Rouse, Mr. Richard Henry",1,1.4749285323939059,0,0,A/5 3594,-0.4863374216869257,,2,8,1,1,24,2,2,3594.0
484,1,3,"Turkula, Mrs. (Hedwig)",0,2.420147910295873,0,0,4134,-0.455380340137554,,2,8,1,1,22,2,3,4134.0
485,1,1,"Bishop, Mr. Dickinson H",1,-0.3428010404944926,1,0,11967,1.1854295476653287,B49,0,1,2,2,23,2,2,11967.0
486,0,3,"Lefebre, Miss. Jeannie",0,-1.6180921157975705,3,1,4133,-0.13565761536436197,,2,8,5,0,22,2,1,4133.0
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,0.38429078866086674,1,0,19943,1.163700193253568,C93,2,2,2,2,47,0,3,19943.0
488,0,1,"Kent, Mr. Edward Austin",1,2.0566019957181934,0,0,11771,-0.050421444097399314,B37,0,1,1,1,23,2,2,11771.0
489,0,3,"Somerton, Mr. Francis William",1,0.020744874083187096,0,0,A.5. 18509,-0.4863374216869257,,2,8,1,1,29,2,2,18509.0
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",1,-1.5061479671430675,1,1,C.A. 37671,-0.32828012727224753,,2,8,3,2,37,2,0,37671.0
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",1,-0.1912932805942447,1,0,65304,-0.2463983948905696,,2,8,2,2,36,2,2,65304.0
492,0,3,"Windelov, Mr. Einar",1,-0.6336377721566364,0,0,SOTON/OQ 3101317,-0.5024451714361923,,2,8,1,1,19,3,2,3101317.0
493,0,1,"Molson, Mr. Harry Markland",1,1.8384744469715857,0,0,113787,-0.03431369434813274,C30,2,2,1,1,26,2,2,113787.0
494,0,1,"Artagaveytia, Mr. Ramon",1,3.00182137362016,0,0,PC 17609,0.3483299278831318,,0,8,1,1,23,2,2,17609.0
495,0,3,"Stanley, Mr. Edward Roland",1,-0.6336377721566364,0,0,A/4 45380,-0.4863374216869257,,2,8,1,1,26,2,2,45380.0
496,0,3,"Yousseff, Mr. Gerious",1,-0.3802789888283057,0,0,2627,-0.3573083057891445,,0,8,1,1,21,2,2,2627.0
497,1,1,"Eustis, Miss. Elizabeth Mussey",0,1.7657652640560497,1,0,36947,0.9274538680872313,D20,0,3,2,2,30,2,1,36947.0
498,0,3,"Shellard, Mr. Frederick William",1,-0.13143181029988396,0,0,C.A. 6212,-0.3443878770215141,,2,8,1,1,31,2,2,6212.0
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",0,-0.3428010404944926,1,2,113781,2.4029901895877646,C22 C26,2,2,4,2,47,0,3,113781.0
500,0,3,"Svensson, Mr. Olof",1,-0.4155102234100285,0,0,350035,-0.49145565916975514,,2,8,1,1,18,3,2,350035.0
501,0,3,"Calic, Mr. Petar",1,-0.92447450381878,0,0,315086,-0.47400492578514347,,2,8,1,1,16,3,2,315086.0
502,0,3,"Canavan, Miss. Mary",0,-0.6336377721566364,0,0,364846,-0.49237782784290063,,1,8,1,1,19,3,1,364846.0
503,0,3,"O'Sullivan, Miss. Bridget Mary",0,-0.8821395820662093,0,0,330909,-0.4948100980550399,,1,8,1,1,30,2,1,330909.0
504,0,3,"Laitinen, Miss. Kristina Sofia",0,0.5297091544919387,0,0,4135,-0.455380340137554,,2,8,1,1,30,2,1,4135.0
505,1,1,"Maioni, Miss. Roberta",0,-0.997183686734316,0,0,110152,1.093228788100527,B79,2,1,1,1,21,2,1,110152.0
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",1,-0.8517653209032442,1,0,PC 17758,1.5442457810799908,C65,0,2,2,2,42,0,2,17758.0
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",0,0.23887242282979493,0,2,26360,-0.12491978668775715,,2,8,3,2,45,0,3,26360.0
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",1,0.9093965076768674,0,0,111427,-0.11384570873513637,,2,8,1,1,45,0,2,111427.0
509,0,3,"Olsen, Mr. Henry Margido",1,-0.12467349174788478,0,0,C 4001,-0.1948878246611338,,2,8,1,1,24,2,2,4001.0
510,1,3,"Lang, Mr. Fang",1,-0.2700918575789567,0,0,1601,0.48910360681684706,,2,8,1,1,14,3,2,1601.0
511,1,3,"Daly, Mr. Eugene Patrick",1,-0.05196430883234885,0,0,382651,-0.49237782784290063,,1,8,1,1,24,2,2,382651.0
512,0,3,"Webber, Mr. James",1,0.10219733624431614,0,0,SOTON/OQ 3101316,-0.4863374216869257,,2,8,1,1,17,3,2,3101316.0
513,1,1,"McGough, Mr. James Robert",1,0.4569999715764027,0,0,PC 17473,-0.11913106412161445,E25,2,4,1,1,25,2,2,17473.0
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",0,1.7657652640560497,1,0,PC 17603,0.5475787653441219,,0,8,2,2,46,0,3,17603.0
515,0,3,"Coleff, Mr. Satio",1,-0.4155102234100285,0,0,349209,-0.4974960653257301,,2,8,1,1,17,3,2,349209.0
516,0,1,"Walker, Mr. William Anderson",1,1.2568009836472982,0,0,36967,0.036576512298389444,D46,2,3,1,1,28,2,2,36967.0
517,1,2,"Lemore, Mrs. (Amelia Milley)",0,0.31158160574533084,0,0,C.A. 34260,-0.43700743807979686,F33,2,5,1,1,28,2,3,34260.0
518,0,3,"Ryan, Mr. Patrick",1,0.3967967681223387,0,0,371110,-0.1621689579829361,,1,8,1,1,17,3,2,371110.0
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",0,0.4569999715764027,1,0,226875,-0.12491978668775715,,2,8,2,2,52,0,3,226875.0
520,0,3,"Pavlovic, Mr. Stefo",1,0.166163239914259,0,0,349242,-0.4894421904510968,,2,8,1,1,19,3,2,349242.0
521,1,1,"Perreault, Miss. Anne",0,0.020744874083187096,0,0,12749,1.2341715984066093,B73,2,1,1,1,21,2,1,12749.0
522,0,3,"Vovk, Mr. Janko",1,-0.5609285892411005,0,0,349252,-0.4894421904510968,,2,8,1,1,15,3,2,349252.0
523,0,3,"Lahoud, Mr. Sarkis",1,0.3876172337792524,0,0,2624,-0.5029485386158568,,0,8,1,1,18,3,2,2624.0
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,1.0386734349006903,0,1,111361,0.5189714017894245,B18,0,1,2,2,47,0,3,111361.0
525,0,3,"Kassem, Mr. Fared",1,-0.09070012603060061,0,0,2700,-0.5028639729296732,,0,8,1,1,17,3,2,2700.0
526,0,3,"Farrell, Mr. James",1,0.7841912946963144,0,0,367232,-0.49237782784290063,,1,8,1,1,18,3,2,367232.0
527,1,2,"Ridsdale, Miss. Lucy",0,1.4749285323939059,0,0,W./C. 14258,-0.43700743807979686,,2,8,1,1,20,3,1,14258.0
528,0,1,"Farthing, Mr. John",1,0.2787352323632377,0,0,PC 17483,3.817033162951754,C95,2,2,1,1,18,3,2,17483.0
529,0,3,"Salonen, Mr. Johan Werner",1,0.6751275203230105,0,0,3101296,-0.4888542575852486,,2,8,1,1,25,2,2,3101296.0
530,0,2,"Hocking, Mr. Richard George",1,-0.4882194063255645,2,1,29104,-0.41687275089321363,,2,8,4,2,27,2,2,29104.0
531,1,2,"Quick, Miss. Phyllis May",0,-2.0151122475518193,1,1,26360,-0.12491978668775715,,2,8,3,2,24,2,1,26360.0
532,0,3,"Toufik, Mr. Nakli",1,0.07474961969370149,0,0,2641,-0.5028639729296732,,0,8,1,1,17,3,2,2641.0
533,0,3,"Elias, Mr. Joseph Jr",1,-0.92447450381878,1,1,2690,-0.5028639729296732,,0,8,3,2,20,3,2,2690.0
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",0,-0.1534117962952504,0,2,2668,-0.19824427701513722,,0,8,3,2,38,2,3,2668.0
535,0,3,"Cacic, Miss. Marija",0,0.020744874083187096,0,0,315084,-0.47400492578514347,,2,8,1,1,19,3,1,315084.0
536,1,2,"Hart, Miss. Eva Miriam",0,-1.6515663329741392,0,2,F.C.C. 13529,-0.11988611489111134,,2,8,3,2,22,2,1,13529.0
537,0,1,"Butt, Major. Archibald Willingham",1,1.1113826178162263,0,0,113050,-0.11384570873513637,B38,2,1,1,1,33,2,4,113050.0
538,1,1,"LeRoy, Miss. Bertha",0,0.020744874083187096,0,0,PC 17761,1.4944124302931971,,0,8,1,1,19,3,1,17761.0
539,0,3,"Risien, Mr. Samuel Beard",1,0.4754862813326776,0,0,364498,-0.35646868933346404,,2,8,1,1,24,2,2,364498.0
540,1,1,"Frolicher, Miss. Hedwig Margaritha",0,-0.5609285892411005,0,2,13568,0.3482453621969482,B39,0,1,3,2,34,2,1,13568.0
541,1,1,"Crosby, Miss. Harriet R",0,0.4569999715764027,0,2,WE/P 5735,0.7811411367084872,B22,2,1,3,2,23,2,1,5735.0
542,0,3,"Andersson, Miss. Ingeborg Constanzia",0,-1.5061479671430675,4,2,347082,-0.01870931177853077,,2,8,7,0,36,2,1,347082.0
543,0,3,"Andersson, Miss. Sigrid Elisabeth",0,-1.3607296013119956,4,2,347082,-0.01870931177853077,,2,8,7,0,33,2,1,347082.0
544,1,2,"Beane, Mr. Edward",1,0.166163239914259,1,0,2908,-0.12491978668775715,,2,8,2,2,17,3,2,2908.0
545,0,1,"Douglas, Mr. Walter Donald",1,1.4749285323939059,1,0,PC 17761,1.4944124302931971,C86,0,2,2,2,26,2,2,17761.0
546,0,1,"Nicholson, Mr. Arthur Ernest",1,2.492857093211409,0,0,693,-0.12491978668775715,,2,8,1,1,28,2,2,693.0
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",0,-0.7790561379877082,1,0,2908,-0.12491978668775715,,2,8,2,2,33,2,3,2908.0
548,1,2,"Padro y Manent, Mr. Julian",1,-0.04891052314989623,0,0,SC/PARIS 2146,-0.3693045524149108,,0,8,1,1,26,2,2,2146.0
549,0,3,"Goldsmith, Mr. Frank John",1,0.23887242282979493,1,1,363291,-0.2351571990343002,,2,8,3,2,25,2,2,363291.0
550,1,2,"Davies, Master. John Morgan Jr",1,-1.5788571500586035,1,1,C.A. 33112,0.09152810056801232,,2,8,3,2,30,2,0,33112.0
551,1,1,"Thayer, Mr. John Borland Jr",1,-0.92447450381878,0,2,17421,1.5841789061771412,C70,0,2,3,2,27,2,2,17421.0
552,0,2,"Sharp, Mr. Percival James R",1,-0.1973826746634207,0,0,244358,-0.12491978668775715,,2,8,1,1,27,2,2,244358.0
553,0,3,"O'Brien, Mr. Timothy",1,0.11279469965425547,0,0,330979,-0.49078316061772326,,1,8,1,1,20,3,2,330979.0
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",1,-0.5609285892411005,0,0,2620,-0.5029485386158568,,0,8,1,1,33,2,2,2620.0
